"STATISTIC","Statistic Label","C01903V02345","Employee Grade","C02407V02905","Building Sector","TLIST(A1)","Year","UNIT","VALUE"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","451","Site preparation (451)","2006","2006","Number","1842"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","451","Site preparation (451)","2007","2007","Number","2244"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","452","Building of complete constructions or part there of; civil engineering (452)","2005","2005","Number","42590"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","452","Building of complete constructions or part there of; civil engineering (452)","2006","2006","Number","46589"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","452","Building of complete constructions or part there of; civil engineering (452)","2007","2007","Number","43627"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","453","Building installation (453)","2005","2005","Number","15684"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","453","Building installation (453)","2006","2006","Number","17157"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","453","Building installation (453)","2007","2007","Number","17831"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","454","Building completion (454)","2005","2005","Number","3969"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","454","Building completion (454)","2006","2006","Number","4342"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","454","Building completion (454)","2007","2007","Number","4360"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","455","Renting of construction or demolition equipment with operator (455)","2005","2005","Number","1317"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","455","Renting of construction or demolition equipment with operator (455)","2006","2006","Number","1441"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","04","All employee grades (manual and other employee grades)","455","Renting of construction or demolition equipment with operator (455)","2007","2007","Number","1880"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","45","All construction (45)","2005","2005","Number","977"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","45","All construction (45)","2006","2006","Number","1069"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","45","All construction (45)","2007","2007","Number","1032"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","451","Site preparation (451)","2005","2005","Number","32"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","451","Site preparation (451)","2006","2006","Number","35"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","451","Site preparation (451)","2007","2007","Number","31"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","452","Building of complete constructions or part there of; civil engineering (452)","2005","2005","Number","686"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","452","Building of complete constructions or part there of; civil engineering (452)","2006","2006","Number","750"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","452","Building of complete constructions or part there of; civil engineering (452)","2007","2007","Number","691"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","453","Building installation (453)","2005","2005","Number","164"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","453","Building installation (453)","2006","2006","Number","179"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","453","Building installation (453)","2007","2007","Number","188"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","454","Building completion (454)","2005","2005","Number","78"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","454","Building completion (454)","2006","2006","Number","85"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","454","Building completion (454)","2007","2007","Number","81"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","455","Renting of construction or demolition equipment with operator (455)","2005","2005","Number","18"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","455","Renting of construction or demolition equipment with operator (455)","2006","2006","Number","20"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","05","Proprietors and unpaid family workers","455","Renting of construction or demolition equipment with operator (455)","2007","2007","Number","40"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","45","All construction (45)","2005","2005","Number","22896"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","45","All construction (45)","2006","2006","Number","25046"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","45","All construction (45)","2007","2007","Number","21744"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","451","Site preparation (451)","2005","2005","Number","236"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","451","Site preparation (451)","2006","2006","Number","258"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","451","Site preparation (451)","2007","2007","Number","199"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","452","Building of complete constructions or part there of; civil engineering (452)","2005","2005","Number","20066"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","452","Building of complete constructions or part there of; civil engineering (452)","2006","2006","Number","21950"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","452","Building of complete constructions or part there of; civil engineering (452)","2007","2007","Number","17938"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","453","Building installation (453)","2005","2005","Number","1681"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","453","Building installation (453)","2006","2006","Number","1839"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","453","Building installation (453)","2007","2007","Number","2358"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","454","Building completion (454)","2005","2005","Number","883"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","454","Building completion (454)","2006","2006","Number","966"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","454","Building completion (454)","2007","2007","Number","1210"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","455","Renting of construction or demolition equipment with operator (455)","2005","2005","Number","30"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","455","Renting of construction or demolition equipment with operator (455)","2006","2006","Number","33"
"BAA08","Persons Engaged in Building and Construction Industry (New Basis)","06","Persons working on a labour-only subcontract basis","455","Renting of construction or demolition equipment with operator (455)","2007","2007","Number","38"
